1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2023,7072WMLLNN9113W,110067422097,MILLENNIUM GALVANIZING LLC,91130 WINNIE RD,CONVENT,ST. JAMES PARISH,LA,70723,,,30.096613,-90.873958,NAD 83.00,CREST OPERATIONS,825673189,CREST OPERATIONS,NA,,NA,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1323221753662,Zinc compounds,NO,N982,N982,649699,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,18.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.960,0.000,0.000,18.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.960,,ACTIVITY,1.100
2023,70776STFFRRIVER,110056959073,PIONEER AMERICAS LLC (DBA OLIN CHLOR ALKALI PRODUCTS),4205 HWY 75,SAINT GABRIEL,IBERVILLE PARISH,LA,70776,,,30.241508,-91.105631,NAD 83.00,OLIN CORP,1338086,OLIN CORP,NA,,NA,NO,325,Chemicals,,,,,,,325180,,,,,,1323222329486,Chlorine,NO,7782505,7782-50-5,154328,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,17.000,21.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.940,0.000,0.000,38.940,0.000,0.000,0.000,0.000,0.000,0.000,6443255.000,0.000,6443293.940,,PRODUCTION,0.550
2023,7006WDNKPR56HIG,110067396669,DENKA PERFORMANCE ELASTOMER LLC,560 HIGHWAY 44,LA PLACE,ST. JOHN THE BAPTIST PARISH,LA,70068,,,30.056742,-90.524290,NAD 83.00,NA,,NA,DENKA CO LTD,79993117,NA,NO,325,Chemicals,,,,,,,325212,,,,,,1323222039113,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,22.400,2.500,0.000,0.000,873.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,898.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.000,0.000,0.000,0.000,0.000,68.000,0.000,68.000,898.000,0.000,873.100,24.900,0.000,0.000,551.000,0.000,0.000,0.000,0.000,68.000,1517.000,,PRODUCTION,0.820
2023,70602CTGPTHIGHW,110000597248,CITGO PETROLEUM CORP,1601 HWY 108 E,SULPHUR,CALCASIEU PARISH,LA,70665,,,30.181490,-93.324051,NAD 83.00,PDV HOLDING INC.,119272531,PDV HOLDING INC,PDVSA PETROLEOS S.A.,885354373,PDVSA PETROLEOS SA,NO,324,Petroleum,,,,,,,324110,325180,325199,,,,1323221908686,Methanol,NO,67561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,3861.000,4086.000,674.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8621.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8621.000,0.000,0.000,8621.000,0.000,0.000,0.000,0.000,0.000,0.000,4557.000,0.000,13178.000,,PRODUCTION,1.020
2023,70051NLCCHRIVER,110007015871,NALCO CO,3599 HIGHWAY 44,GARYVILLE,ST. JOHN THE BAPTIST PARISH,LA,70051,,,30.048591,-90.630941,NAD 83.00,ECOLAB INC,6154611,ECOLAB INC,NA,,NA,NO,325,Chemicals,,,,,,,325110,,,,,,1323221637313,Methanol,NO,67561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,15.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27936.000,0.000,0.000,0.000,0.000,27936.000,0.000,27936.000,15.400,0.000,0.000,15.400,0.000,0.000,0.000,0.000,0.000,0.000,10200.000,27936.000,38151.400,,PRODUCTION,0.790
2023,7076WBLCBP21255,110070828281,BLUE CUBE OPERATIONS LLC - PLAQUEMINE SITE,21255 HIGHWAY 1,PLAQUEMINE,IBERVILLE PARISH,LA,70764,,,30.313897,-91.240605,NAD 83.00,OLIN CORP,1338086,OLIN CORP,NA,,NA,NO,325,Chemicals,,,,,,,325199,325180,,,,,1323222226425,"1,2-Dichloroethane",NO,107062,107-06-2,24117,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,4225.000,2439.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6664.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,21626.010,0.000,0.000,0.000,21626.010,0.000,21626.010,6664.000,0.000,0.000,6664.000,0.000,0.000,0.000,0.000,0.000,0.000,1807927.000,21626.010,1836217.010,,PRODUCTION,1.000
2023,70764LLMNXHWY40,110000572675,SHINTECH PLAQUEMINE PLANT,26270 HWY 405,PLAQUEMINE,IBERVILLE PARISH,LA,70764,,,30.259400,-91.173700,NAD 83.00,C-K TECH INC,65095390,C-K TECH INC,NA,,NA,NO,325,Chemicals,,,,,,,325211,,,,,,1323222269540,Lead,NO,7439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,0.000,2391.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2391.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.990,0.000,0.000,0.000,0.000,0.000,5.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.990,2397.070,0.000,0.000,2391.080,5.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2397.070,,PRODUCTION,1.040
2023,70047TRNSM14902,110000448659,VALERO REFINING - NEW ORLEANS LLC,14902 RIVER RD,NORCO,ST. CHARLES PARISH,LA,70079,,,29.985278,-90.392778,NAD 83.00,VALERO ENERGY CORP,NA,VALERO ENERGY CORP,NA,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1323222136234,"1,2,4-Trimethylbenzene",NO,95636,95-63-6,16261,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1731.000,1222.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2958.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,127.000,0.000,0.000,0.000,0.000,0.000,0.000,127.000,0.000,0.000,12124.000,0.000,0.000,12124.000,274.000,0.000,274.000,0.000,3456.000,0.000,0.000,0.000,0.000,3456.000,0.000,15981.000,3085.000,0.000,0.000,2958.000,127.000,0.000,52570.000,274.000,0.000,12124.000,10239.000,3456.000,81748.000,,PRODUCTION,0.990
2023,70710SDRCHPOBOX,110043799743,ADDIS CARBON BLACK PLANT,5221 SID RICHARDSON RD,ADDIS,WEST BATON ROUGE PARISH,LA,70710,,,30.328800,-91.279200,NAD 83.00,TOKAI CARBON CB,8016495,TOKAI CARBON CB,NA,,TOKAI CARBON CO LTD,NO,325,Chemicals,,,,,,,325180,,,,,,1323221561347,Phenol,NO,108952,108-95-2,25510,YES,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2023,70734LLDSGHWY31,110033659878,HONEYWELL INTERNATIONAL INC GEISMAR PLANT,5525 HWY 3115,CARVILLE,ASCENSION PARISH,LA,70721,,,30.221900,-91.051500,NAD 83.00,HONEYWELL INTERNATIONAL INC,139691877,HONEYWELL INTERNATIONAL INC,,,NA,NO,325,Chemicals,,,,,,,325120,325211,,,,,1323222243281,Chloroform,NO,67663,67-66-3,4317,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,14.912,3.397,8.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.865,0.000,0.000,0.000,2.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.000,0.031,0.000,2.167,29.001,0.000,0.000,25.375,0.000,2.136,0.000,0.000,0.000,0.000,0.000,0.031,27.542,1.490,ACTIVITY,0.670
